loan_id,credit_score,annual_income,dti_ratio,loan_amount,loan_term_months,employment_years,delinq_2yrs,open_accounts,revolving_utilization_pct,home_ownership,purpose,region,origination_year,is_default,risk_grade,predicted_default_prob,predicted_risk_tier
L108591,689,50100.0,13.9,37600.0,60,3.4,0,2,90.7,RENT,small_business,West,2024,0,C (Prime),0.6106,High
L108592,629,42400.0,4.2,12100.0,36,19.8,0,9,73.6,RENT,other,West,2025,0,D (Near-Prime),0.5079,Moderate
L108593,671,36800.0,25.6,12200.0,36,1.7,0,5,35.5,MORTGAGE,debt_consolidation,West,2024,1,C (Prime),0.5912,High
L108594,602,67100.0,8.7,9000.0,36,1.4,0,5,34.7,RENT,debt_consolidation,West,2022,0,D (Near-Prime),0.5411,Moderate
L108595,653,32400.0,21.0,7100.0,36,1.9,0,1,5.0,MORTGAGE,home_improvement,West,2023,0,C (Prime),0.511,Moderate
L108596,589,31900.0,10.0,1600.0,60,35.3,0,12,43.5,MORTGAGE,debt_consolidation,West,2024,1,D (Near-Prime),0.4499,Low
L108597,720,46800.0,16.8,5700.0,36,8.0,2,7,23.5,MORTGAGE,small_business,South,2023,1,B (Prime+),0.435,Low
L108598,595,69100.0,12.4,7600.0,36,2.9,1,6,55.2,MORTGAGE,debt_consolidation,West,2022,0,D (Near-Prime),0.6126,High
L108599,722,106800.0,7.4,7200.0,36,4.4,1,5,41.8,MORTGAGE,debt_consolidation,South,2023,0,B (Prime+),0.3241,Low
L108600,652,52200.0,22.8,6900.0,36,4.5,0,8,62.9,MORTGAGE,small_business,South,2024,1,C (Prime),0.6233,High
L108601,659,83100.0,17.4,9700.0,60,1.7,0,9,58.3,MORTGAGE,auto,West,2023,0,C (Prime),0.5114,Moderate
L108602,754,103600.0,16.0,32000.0,60,7.4,0,7,45.6,MORTGAGE,credit_card,West,2023,1,A (Super-Prime),0.2922,Low
L108603,685,66600.0,4.2,7700.0,36,5.1,2,10,40.5,MORTGAGE,home_improvement,West,2023,0,C (Prime),0.4462,Low
L108604,557,80000.0,23.4,7100.0,36,15.8,0,9,61.4,MORTGAGE,debt_consolidation,South,2025,1,E (Subprime),0.6496,Severe
L108605,710,48000.0,20.3,5400.0,36,4.5,0,13,46.0,MORTGAGE,small_business,Midwest,2024,0,B (Prime+),0.4959,Moderate
L108606,492,24100.0,25.5,12200.0,36,7.9,0,9,52.6,OWN,debt_consolidation,Midwest,2025,1,E (Subprime),0.8168,Severe
L108607,695,77700.0,1.7,11800.0,36,9.7,0,6,23.0,RENT,debt_consolidation,Midwest,2024,0,C (Prime),0.2999,Low
L108608,652,30400.0,10.0,9300.0,36,0.7,0,10,23.0,RENT,credit_card,South,2025,1,C (Prime),0.5496,Moderate
L108609,588,69800.0,12.4,6900.0,36,8.9,0,4,28.9,RENT,debt_consolidation,West,2024,0,D (Near-Prime),0.527,Moderate
L108610,683,35400.0,12.9,17200.0,36,7.7,0,5,24.4,MORTGAGE,small_business,South,2024,0,C (Prime),0.4527,Moderate
L108611,658,29800.0,3.5,18200.0,60,7.6,0,8,44.7,RENT,auto,South,2025,0,C (Prime),0.5128,Moderate
L108612,807,49900.0,5.0,4200.0,60,5.9,1,5,52.0,MORTGAGE,home_improvement,West,2024,0,A (Super-Prime),0.3127,Low
L108613,650,28400.0,10.7,4500.0,36,1.9,0,8,51.7,OWN,debt_consolidation,Midwest,2023,0,D (Near-Prime),0.5769,High
L108614,803,55000.0,9.8,12500.0,36,8.3,0,9,49.6,MORTGAGE,debt_consolidation,Northeast,2023,1,A (Super-Prime),0.3008,Low
L108615,767,48200.0,9.6,11200.0,36,7.2,0,9,16.8,MORTGAGE,debt_consolidation,Midwest,2025,0,A (Super-Prime),0.298,Low
L108616,639,47500.0,8.8,15300.0,36,16.4,0,9,45.3,MORTGAGE,credit_card,South,2023,0,D (Near-Prime),0.4465,Low
L108617,626,111600.0,16.2,7000.0,36,6.4,0,13,53.1,MORTGAGE,debt_consolidation,West,2022,0,D (Near-Prime),0.4783,Moderate
L108618,763,78900.0,15.5,15800.0,36,1.1,1,4,90.2,RENT,credit_card,South,2023,0,A (Super-Prime),0.4757,Moderate
L108619,669,47100.0,22.2,6600.0,60,3.6,2,4,63.0,OWN,debt_consolidation,Northeast,2023,0,C (Prime),0.6484,Severe
L108620,688,79000.0,24.2,44900.0,60,0.4,0,8,76.6,OWN,credit_card,Northeast,2023,0,C (Prime),0.59,High
L108621,662,64400.0,11.0,8800.0,36,6.1,0,8,38.3,MORTGAGE,auto,South,2023,0,C (Prime),0.4363,Low
L108622,600,45100.0,11.7,4500.0,36,15.9,0,8,44.4,RENT,credit_card,West,2022,0,D (Near-Prime),0.509,Moderate
L108623,654,27400.0,32.0,4700.0,36,1.6,0,7,25.1,RENT,other,Midwest,2025,1,C (Prime),0.6373,High
L108624,616,37100.0,8.9,15000.0,60,4.4,2,10,62.5,MORTGAGE,debt_consolidation,Northeast,2024,0,D (Near-Prime),0.6929,Severe
L108625,579,138100.0,11.4,23500.0,60,2.2,0,6,8.2,MORTGAGE,debt_consolidation,South,2025,0,E (Subprime),0.4329,Low
L108626,659,54300.0,14.4,24200.0,36,1.1,1,10,67.9,RENT,credit_card,Midwest,2022,1,C (Prime),0.6055,High
L108627,793,69800.0,9.3,14400.0,36,1.2,1,9,30.1,RENT,credit_card,Northeast,2024,0,A (Super-Prime),0.3129,Low
L108628,782,122500.0,13.0,13500.0,36,0.9,0,8,28.7,RENT,debt_consolidation,West,2025,0,A (Super-Prime),0.2569,Low
L108629,674,37100.0,9.5,5700.0,36,8.1,0,6,19.9,RENT,credit_card,West,2024,0,C (Prime),0.4178,Low
L108630,687,90200.0,5.3,15900.0,60,4.2,0,7,56.5,RENT,auto,Midwest,2023,0,C (Prime),0.3835,Low
L108631,711,15200.0,15.7,9800.0,36,3.7,0,10,38.5,MORTGAGE,credit_card,Northeast,2022,1,B (Prime+),0.4982,Moderate
L108632,766,32000.0,7.3,4700.0,36,1.9,1,12,35.1,MORTGAGE,debt_consolidation,Northeast,2025,0,A (Super-Prime),0.4258,Low
L108633,699,18200.0,8.0,9200.0,36,7.6,0,4,28.8,RENT,credit_card,South,2024,0,C (Prime),0.4388,Low
L108634,647,52600.0,10.8,13100.0,36,2.9,1,10,70.2,MORTGAGE,debt_consolidation,West,2023,0,D (Near-Prime),0.6162,High
L108635,653,53400.0,10.0,8600.0,36,1.4,0,8,93.9,OWN,credit_card,South,2022,0,C (Prime),0.6076,High
L108636,751,36900.0,6.8,24700.0,60,4.0,1,6,75.7,MORTGAGE,medical,Midwest,2024,1,A (Super-Prime),0.4908,Moderate
L108637,846,38500.0,14.6,7100.0,36,0.6,0,11,49.4,RENT,debt_consolidation,Northeast,2023,0,A (Super-Prime),0.3543,Low
L108638,638,223300.0,9.7,12000.0,36,4.2,1,11,26.8,MORTGAGE,other,West,2023,0,D (Near-Prime),0.2242,Low
L108639,546,64700.0,2.2,10100.0,36,4.6,1,1,28.6,MORTGAGE,medical,Northeast,2024,0,E (Subprime),0.5859,High
L108640,730,68700.0,8.4,27700.0,36,5.0,0,8,16.6,MORTGAGE,other,Midwest,2025,0,B (Prime+),0.3057,Low
L108641,673,34200.0,0.8,26200.0,36,4.0,1,3,28.9,MORTGAGE,credit_card,South,2024,0,C (Prime),0.4501,Low
L108642,687,35900.0,19.8,16300.0,36,6.5,0,11,2.2,OWN,credit_card,West,2024,0,C (Prime),0.4269,Low
L108643,758,58400.0,6.2,7200.0,36,1.5,0,7,61.8,RENT,home_improvement,Northeast,2023,0,A (Super-Prime),0.4074,Low
L108644,682,45200.0,11.5,6600.0,36,8.1,0,8,53.0,MORTGAGE,credit_card,Northeast,2022,0,C (Prime),0.4589,Moderate
L108645,592,48700.0,16.0,22100.0,60,4.1,0,11,63.4,MORTGAGE,debt_consolidation,South,2025,0,D (Near-Prime),0.71,Severe
L108646,551,45900.0,12.4,10200.0,36,0.9,0,6,67.5,RENT,home_improvement,Northeast,2024,1,E (Subprime),0.7533,Severe
L108647,675,22600.0,17.2,5600.0,60,3.5,1,7,3.6,RENT,auto,West,2023,0,C (Prime),0.496,Moderate
L108648,603,63600.0,6.7,15100.0,36,12.4,0,7,38.4,MORTGAGE,credit_card,Midwest,2024,1,D (Near-Prime),0.4546,Moderate
L108649,697,59000.0,8.9,19800.0,36,1.0,0,8,13.7,MORTGAGE,debt_consolidation,Midwest,2022,0,C (Prime),0.3742,Low
L108650,596,69600.0,4.8,5600.0,60,2.0,0,14,35.0,RENT,debt_consolidation,South,2025,1,D (Near-Prime),0.5834,High
L108651,655,74800.0,12.8,6400.0,36,7.6,0,6,24.0,RENT,debt_consolidation,West,2024,1,C (Prime),0.4281,Low
L108652,583,129700.0,3.0,9600.0,60,16.0,1,8,22.9,RENT,home_improvement,West,2023,0,D (Near-Prime),0.3536,Low
L108653,655,43600.0,25.0,13500.0,36,3.8,0,10,39.4,MORTGAGE,home_improvement,South,2025,0,C (Prime),0.6246,High
L108654,649,58600.0,12.0,21200.0,36,4.9,0,10,49.4,RENT,home_improvement,Midwest,2022,0,D (Near-Prime),0.5312,Moderate
L108655,717,103600.0,13.8,13800.0,36,2.1,0,12,56.4,MORTGAGE,medical,West,2023,0,B (Prime+),0.4013,Low
L108656,765,44200.0,13.3,23800.0,60,1.0,1,10,71.6,MORTGAGE,auto,Midwest,2025,0,A (Super-Prime),0.4916,Moderate
L108657,666,93400.0,6.3,9600.0,36,3.2,1,7,17.8,RENT,auto,Northeast,2023,0,C (Prime),0.3662,Low
L108658,622,41700.0,13.9,13300.0,36,0.1,0,16,27.4,OWN,debt_consolidation,South,2025,1,D (Near-Prime),0.6245,High
L108659,805,42500.0,26.5,11500.0,36,3.0,1,6,27.2,RENT,auto,Northeast,2024,0,A (Super-Prime),0.3961,Low
L108660,702,31200.0,4.3,20900.0,60,2.4,0,10,59.5,RENT,credit_card,West,2024,0,B (Prime+),0.5113,Moderate
L108661,718,49600.0,31.3,3500.0,36,2.9,0,6,75.4,OWN,other,South,2023,0,B (Prime+),0.5862,High
L108662,718,147300.0,23.3,11100.0,36,0.8,0,10,13.0,MORTGAGE,debt_consolidation,Northeast,2022,1,B (Prime+),0.2868,Low
L108663,772,131100.0,18.7,15700.0,60,3.6,0,13,35.5,OWN,other,Northeast,2023,1,A (Super-Prime),0.2556,Low
L108664,744,55600.0,29.7,11000.0,36,10.6,0,6,42.3,OWN,credit_card,Northeast,2023,0,B (Prime+),0.4103,Low
L108665,722,68600.0,10.9,19100.0,60,5.2,1,7,46.7,RENT,debt_consolidation,Midwest,2022,0,B (Prime+),0.4173,Low
L108666,728,93800.0,14.5,24100.0,36,2.2,1,7,77.6,OWN,other,West,2025,0,B (Prime+),0.4606,Moderate
L108667,623,31500.0,30.1,3500.0,36,4.4,1,13,35.8,RENT,auto,Midwest,2025,1,D (Near-Prime),0.6953,Severe
L108668,639,43400.0,21.7,4200.0,60,11.1,0,5,70.3,RENT,other,South,2024,0,D (Near-Prime),0.6227,High
L108669,671,48500.0,9.6,9400.0,60,3.1,1,4,56.9,MORTGAGE,small_business,Midwest,2024,1,C (Prime),0.5369,Moderate
L108670,684,21100.0,10.3,13400.0,36,0.4,0,8,37.2,RENT,other,South,2024,0,C (Prime),0.5467,Moderate
L108671,679,36000.0,2.5,14000.0,36,3.3,1,6,13.8,MORTGAGE,medical,South,2023,1,C (Prime),0.4351,Low
L108672,698,39000.0,9.1,24700.0,36,4.2,0,12,24.2,RENT,home_improvement,Northeast,2025,1,C (Prime),0.481,Moderate
L108673,680,45100.0,21.2,15400.0,36,7.8,0,7,52.2,MORTGAGE,credit_card,West,2025,1,C (Prime),0.5318,Moderate
L108674,651,47600.0,8.5,9500.0,60,5.4,0,7,71.0,OWN,debt_consolidation,Midwest,2024,0,C (Prime),0.5637,High
L108675,573,17200.0,17.8,7500.0,36,19.4,1,10,52.3,RENT,debt_consolidation,West,2022,1,E (Subprime),0.6713,Severe
L108676,733,65700.0,7.5,6700.0,36,2.3,0,13,21.5,MORTGAGE,medical,South,2022,1,B (Prime+),0.34,Low
L108677,716,41200.0,19.6,10100.0,60,4.2,0,12,39.2,MORTGAGE,other,West,2023,0,B (Prime+),0.4736,Moderate
L108678,621,66400.0,34.6,7700.0,36,1.9,0,4,67.6,RENT,debt_consolidation,South,2023,0,D (Near-Prime),0.7206,Severe
L108679,711,70600.0,19.9,4800.0,36,8.7,0,7,59.5,RENT,other,West,2022,0,B (Prime+),0.429,Low
L108680,704,48200.0,27.1,9100.0,60,5.7,1,4,53.5,MORTGAGE,debt_consolidation,West,2024,1,B (Prime+),0.5716,High
L108681,683,126800.0,24.8,6400.0,60,1.3,1,8,67.4,OWN,auto,Northeast,2023,0,C (Prime),0.4852,Moderate
L108682,559,22700.0,6.5,11200.0,36,2.6,1,6,34.9,RENT,debt_consolidation,Northeast,2023,1,E (Subprime),0.6995,Severe
L108683,600,51300.0,37.3,17000.0,36,9.3,1,11,23.5,MORTGAGE,debt_consolidation,Midwest,2024,0,D (Near-Prime),0.6788,Severe
L108684,639,54400.0,17.4,8400.0,36,10.7,1,10,37.0,RENT,home_improvement,South,2024,0,D (Near-Prime),0.5666,High
L108685,783,106200.0,37.9,13100.0,60,1.8,0,7,59.8,RENT,debt_consolidation,Northeast,2024,0,A (Super-Prime),0.4605,Moderate
L108686,623,49900.0,12.4,8800.0,36,4.5,0,8,35.2,OWN,debt_consolidation,South,2024,0,D (Near-Prime),0.5593,High
L108687,656,68500.0,14.2,16800.0,60,1.5,0,5,23.2,MORTGAGE,medical,Northeast,2023,1,C (Prime),0.4817,Moderate
L108688,606,57400.0,20.1,6200.0,36,10.2,0,11,34.5,RENT,credit_card,Northeast,2023,0,D (Near-Prime),0.5644,High
L108689,646,143800.0,7.6,9800.0,60,10.6,0,9,48.4,RENT,small_business,Northeast,2025,1,D (Near-Prime),0.3524,Low
L108690,701,44400.0,1.6,15000.0,36,3.8,2,7,54.3,RENT,credit_card,Midwest,2023,0,B (Prime+),0.4709,Moderate
L108691,544,33700.0,21.9,8300.0,60,8.5,0,7,24.1,RENT,credit_card,South,2024,0,E (Subprime),0.6887,Severe
L108692,494,41000.0,12.6,10500.0,60,5.6,0,9,53.2,RENT,home_improvement,Northeast,2024,1,E (Subprime),0.7826,Severe
L108693,721,64400.0,1.2,20000.0,60,2.6,0,8,34.2,MORTGAGE,debt_consolidation,Midwest,2025,0,B (Prime+),0.3583,Low
L108694,681,105900.0,15.4,5400.0,60,1.4,0,9,49.8,RENT,credit_card,West,2024,0,C (Prime),0.4363,Low
L108695,639,16300.0,27.0,2900.0,60,0.9,0,9,49.8,MORTGAGE,debt_consolidation,Northeast,2025,0,D (Near-Prime),0.7296,Severe
L108696,741,27700.0,8.7,10600.0,60,2.5,0,7,33.5,RENT,home_improvement,South,2022,1,B (Prime+),0.4293,Low
L108697,741,105400.0,3.3,15200.0,60,0.6,0,6,21.7,MORTGAGE,debt_consolidation,Northeast,2024,0,B (Prime+),0.2668,Low
L108698,542,42500.0,22.1,19100.0,36,1.3,0,5,56.7,MORTGAGE,other,South,2025,1,E (Subprime),0.7671,Severe
L108699,667,36400.0,14.1,7800.0,60,11.2,0,9,51.0,MORTGAGE,other,West,2022,1,C (Prime),0.4854,Moderate
L108700,750,41700.0,17.7,5200.0,36,6.7,0,5,33.4,RENT,debt_consolidation,South,2024,0,B (Prime+),0.4139,Low
L108701,635,33800.0,27.0,6200.0,36,15.2,0,7,33.1,MORTGAGE,debt_consolidation,South,2025,1,D (Near-Prime),0.5817,High
L108702,658,30800.0,8.8,9200.0,60,3.5,0,7,39.5,RENT,small_business,Midwest,2023,1,C (Prime),0.5307,Moderate
L108703,740,54600.0,20.7,16400.0,36,0.7,0,10,25.1,RENT,medical,South,2022,0,B (Prime+),0.445,Low
L108704,661,35800.0,26.6,7100.0,36,0.5,0,9,16.8,RENT,home_improvement,South,2023,1,C (Prime),0.6018,High
L108705,601,122400.0,16.7,18000.0,60,6.5,0,4,44.5,MORTGAGE,auto,West,2024,1,D (Near-Prime),0.4568,Moderate
L108706,634,15200.0,23.5,5400.0,36,4.9,0,13,13.2,MORTGAGE,other,West,2025,0,D (Near-Prime),0.6052,High
L108707,592,68300.0,24.5,35200.0,36,0.1,1,7,43.8,MORTGAGE,credit_card,Northeast,2025,1,D (Near-Prime),0.6979,Severe
L108708,714,36900.0,10.7,9000.0,36,1.8,1,6,87.3,RENT,medical,Midwest,2023,1,B (Prime+),0.5936,High
L108709,566,120200.0,31.8,10100.0,60,5.4,0,13,59.2,MORTGAGE,credit_card,West,2024,0,E (Subprime),0.6473,Severe
L108710,743,32100.0,20.6,6800.0,36,9.2,0,8,45.7,RENT,small_business,South,2024,1,B (Prime+),0.4676,Moderate
L108711,571,67100.0,16.3,7000.0,60,4.2,1,12,20.8,MORTGAGE,credit_card,South,2025,1,E (Subprime),0.6195,High
L108712,681,117400.0,18.3,31500.0,60,4.6,1,5,72.5,MORTGAGE,debt_consolidation,Northeast,2025,0,C (Prime),0.5162,Moderate
L108713,583,69100.0,16.4,8600.0,36,4.6,0,7,17.8,RENT,other,Midwest,2023,0,D (Near-Prime),0.5323,Moderate
L108714,658,38300.0,19.6,6200.0,36,2.4,0,7,58.0,MORTGAGE,debt_consolidation,South,2025,0,C (Prime),0.6386,High
L108715,745,47800.0,11.9,11100.0,60,2.2,0,11,19.0,MORTGAGE,home_improvement,South,2024,0,B (Prime+),0.3884,Low
L108716,751,57700.0,8.0,17800.0,36,2.8,0,5,34.7,RENT,small_business,West,2024,0,A (Super-Prime),0.3541,Low
L108717,763,108400.0,9.8,17100.0,36,2.7,0,7,23.9,OWN,home_improvement,Northeast,2024,0,A (Super-Prime),0.2539,Low
L108718,673,56200.0,6.0,12400.0,36,0.7,0,7,4.4,MORTGAGE,other,South,2024,0,C (Prime),0.3853,Low
L108719,685,71200.0,20.5,5600.0,36,4.2,0,6,41.2,MORTGAGE,auto,Midwest,2024,0,C (Prime),0.4449,Low
L108720,693,30200.0,6.5,8800.0,36,0.9,1,4,40.1,RENT,debt_consolidation,South,2022,1,C (Prime),0.5156,Moderate
L108721,718,54000.0,2.6,6100.0,36,4.3,0,6,87.7,RENT,debt_consolidation,West,2024,1,B (Prime+),0.4864,Moderate
L108722,652,97300.0,1.1,7700.0,36,2.0,0,6,29.3,MORTGAGE,credit_card,Northeast,2024,0,C (Prime),0.3561,Low
L108723,750,45500.0,16.5,13200.0,36,3.2,0,11,41.3,OWN,other,Midwest,2024,0,B (Prime+),0.4055,Low
L108724,699,41100.0,16.0,5700.0,36,4.2,1,5,18.0,MORTGAGE,small_business,Midwest,2025,1,C (Prime),0.4544,Moderate
L108725,753,43400.0,4.4,10800.0,60,4.8,0,11,21.1,MORTGAGE,credit_card,South,2022,0,A (Super-Prime),0.3022,Low
L108726,709,92900.0,1.3,19400.0,60,7.0,0,5,53.4,RENT,medical,Midwest,2024,0,B (Prime+),0.3397,Low
L108727,722,67500.0,14.8,16400.0,36,0.8,2,11,40.4,RENT,debt_consolidation,South,2024,0,B (Prime+),0.5158,Moderate
L108728,631,63900.0,13.8,9000.0,60,0.7,1,3,34.6,MORTGAGE,medical,Midwest,2024,0,D (Near-Prime),0.5608,High
L108729,651,36500.0,16.4,15700.0,60,4.2,0,11,40.3,RENT,home_improvement,South,2025,0,C (Prime),0.6214,High
L108730,594,21800.0,5.1,5300.0,60,9.6,0,3,23.4,OWN,debt_consolidation,South,2023,0,D (Near-Prime),0.5357,Moderate
L108731,659,88400.0,9.4,7800.0,36,0.1,1,7,71.2,MORTGAGE,credit_card,South,2025,0,C (Prime),0.5436,Moderate
L108732,667,42100.0,15.4,4600.0,60,0.2,0,6,51.1,MORTGAGE,debt_consolidation,Northeast,2024,0,C (Prime),0.5917,High
L108733,733,79800.0,4.9,4300.0,36,1.2,1,5,44.2,MORTGAGE,other,South,2024,0,B (Prime+),0.3539,Low
L108734,596,67600.0,19.0,8400.0,60,14.0,0,5,67.5,MORTGAGE,debt_consolidation,South,2023,0,D (Near-Prime),0.6012,High
L108735,850,39100.0,14.3,2900.0,36,24.1,0,14,11.3,MORTGAGE,debt_consolidation,Midwest,2025,0,A (Super-Prime),0.1648,Low
L108736,670,30300.0,2.2,4200.0,36,2.0,0,2,59.8,RENT,credit_card,Midwest,2023,0,C (Prime),0.4993,Moderate
L108737,760,82800.0,15.3,7400.0,60,1.3,1,6,28.9,RENT,auto,West,2023,0,A (Super-Prime),0.332,Low
L108738,746,18200.0,8.6,33700.0,36,15.7,0,15,13.2,MORTGAGE,debt_consolidation,South,2023,0,B (Prime+),0.3355,Low
L108739,514,16400.0,23.1,2800.0,36,4.0,2,8,21.0,RENT,small_business,Northeast,2022,0,E (Subprime),0.7968,Severe
L108740,661,113500.0,20.3,11700.0,60,1.2,1,7,39.4,RENT,credit_card,West,2023,0,C (Prime),0.4687,Moderate
L108741,774,34600.0,12.3,6000.0,36,2.3,0,8,35.1,OWN,debt_consolidation,West,2025,0,A (Super-Prime),0.3866,Low
L108742,521,57100.0,14.5,9600.0,60,5.9,0,7,51.4,MORTGAGE,debt_consolidation,West,2022,0,E (Subprime),0.6973,Severe
L108743,728,88600.0,11.6,12600.0,36,10.2,0,8,22.5,MORTGAGE,debt_consolidation,Northeast,2025,0,B (Prime+),0.2977,Low
L108744,619,147300.0,12.6,14700.0,36,0.5,1,5,27.2,RENT,debt_consolidation,South,2025,0,D (Near-Prime),0.4449,Low
L108745,648,31500.0,5.2,15500.0,36,5.8,2,20,26.1,MORTGAGE,home_improvement,Northeast,2025,0,D (Near-Prime),0.5876,High
L108746,693,47700.0,10.2,9200.0,60,3.7,0,6,14.2,MORTGAGE,credit_card,West,2024,0,C (Prime),0.3858,Low
L108747,557,81800.0,5.6,12800.0,60,13.2,0,6,35.9,OWN,debt_consolidation,South,2024,0,E (Subprime),0.5062,Moderate
L108748,691,51800.0,25.4,2000.0,60,7.5,0,8,28.5,MORTGAGE,medical,West,2023,0,C (Prime),0.4828,Moderate
L108749,636,35100.0,11.2,12100.0,36,11.2,1,4,35.5,MORTGAGE,home_improvement,Midwest,2024,0,D (Near-Prime),0.523,Moderate
L108750,630,83300.0,13.1,27800.0,36,1.9,0,8,45.7,MORTGAGE,debt_consolidation,West,2024,0,D (Near-Prime),0.5381,Moderate
L108751,724,22300.0,22.0,9000.0,60,1.8,1,11,25.0,RENT,auto,South,2025,0,B (Prime+),0.5509,Moderate
L108752,850,84900.0,1.2,19500.0,36,0.5,0,8,40.8,OWN,auto,West,2024,0,A (Super-Prime),0.182,Low
L108753,701,50800.0,26.1,15100.0,60,6.7,2,7,21.6,RENT,other,Midwest,2025,0,B (Prime+),0.5204,Moderate
L108754,714,51900.0,29.3,7500.0,36,3.3,0,7,92.6,RENT,medical,Northeast,2025,1,B (Prime+),0.6708,Severe
L108755,675,36800.0,14.2,3900.0,36,4.6,0,7,21.1,RENT,debt_consolidation,Midwest,2022,1,C (Prime),0.4662,Moderate
L108756,631,45900.0,17.9,10500.0,60,10.6,0,9,59.3,MORTGAGE,medical,South,2023,0,D (Near-Prime),0.6035,High
L108757,695,87500.0,30.1,19400.0,60,38.1,0,2,56.6,MORTGAGE,small_business,Northeast,2024,0,C (Prime),0.3114,Low
L108758,777,58800.0,24.3,23900.0,36,1.4,1,8,27.4,OWN,debt_consolidation,South,2023,0,A (Super-Prime),0.4164,Low
L108759,690,90700.0,31.0,4300.0,36,6.4,0,8,32.0,RENT,home_improvement,Midwest,2023,0,C (Prime),0.4593,Moderate
L108760,736,69300.0,40.7,14100.0,36,8.3,0,2,28.5,MORTGAGE,credit_card,West,2022,0,B (Prime+),0.4156,Low
L108761,663,42900.0,9.2,5800.0,36,13.9,0,10,5.5,MORTGAGE,credit_card,Northeast,2024,1,C (Prime),0.36,Low
L108762,842,45300.0,33.5,4000.0,36,4.2,0,7,20.2,MORTGAGE,credit_card,Northeast,2025,0,A (Super-Prime),0.3294,Low
L108763,571,53100.0,17.6,6700.0,36,12.9,1,11,27.8,MORTGAGE,credit_card,South,2024,1,E (Subprime),0.5946,High
L108764,716,41500.0,11.4,11800.0,36,1.1,0,8,47.4,RENT,medical,West,2025,0,B (Prime+),0.5092,Moderate
L108765,713,103900.0,33.7,6800.0,36,1.6,0,8,22.0,MORTGAGE,home_improvement,West,2025,0,B (Prime+),0.4375,Low
L108766,695,29200.0,7.0,14700.0,36,4.0,0,3,27.8,RENT,home_improvement,South,2024,1,C (Prime),0.464,Moderate
L108767,605,121600.0,31.2,12300.0,60,0.9,1,16,51.8,RENT,credit_card,Northeast,2025,0,D (Near-Prime),0.6643,Severe
L108768,604,36700.0,14.5,2800.0,60,0.6,0,12,58.9,MORTGAGE,credit_card,West,2023,0,D (Near-Prime),0.6682,Severe
L108769,663,33300.0,20.5,9700.0,36,4.1,0,8,53.6,MORTGAGE,debt_consolidation,South,2023,0,C (Prime),0.6133,High
L108770,684,51100.0,9.4,14100.0,36,17.1,0,6,24.1,MORTGAGE,debt_consolidation,Northeast,2023,0,C (Prime),0.3464,Low
L108771,599,27300.0,34.7,10500.0,60,1.1,0,7,15.6,RENT,debt_consolidation,Midwest,2023,0,D (Near-Prime),0.7128,Severe
L108772,609,118400.0,17.6,12900.0,60,0.1,0,9,8.5,MORTGAGE,credit_card,South,2024,0,D (Near-Prime),0.4434,Low
L108773,714,116900.0,26.3,11100.0,36,0.7,0,7,20.4,RENT,other,West,2023,0,B (Prime+),0.3554,Low
L108774,745,105600.0,15.2,7400.0,60,3.2,0,8,46.8,MORTGAGE,debt_consolidation,Northeast,2023,0,B (Prime+),0.34,Low
L108775,641,124500.0,23.9,5600.0,36,15.4,0,3,69.9,OWN,credit_card,South,2023,0,D (Near-Prime),0.4189,Low
L108776,632,96600.0,13.5,9400.0,36,1.3,0,3,9.0,MORTGAGE,small_business,South,2025,1,D (Near-Prime),0.4234,Low
L108777,631,20900.0,5.2,6600.0,36,15.1,0,5,27.3,MORTGAGE,other,West,2024,1,D (Near-Prime),0.441,Low
L108778,839,72300.0,23.4,7500.0,36,0.8,0,12,24.4,OWN,other,South,2023,1,A (Super-Prime),0.2697,Low
L108779,710,36300.0,10.2,2600.0,36,3.1,1,6,31.8,MORTGAGE,home_improvement,Midwest,2023,1,B (Prime+),0.4468,Low
L108780,673,79500.0,7.8,37600.0,36,0.0,1,8,23.7,MORTGAGE,debt_consolidation,West,2025,0,C (Prime),0.4592,Moderate
L108781,743,45100.0,22.4,19500.0,60,2.9,0,14,15.3,MORTGAGE,credit_card,Midwest,2025,0,B (Prime+),0.4188,Low
L108782,827,41500.0,17.2,5800.0,36,5.1,1,7,25.3,OWN,home_improvement,Northeast,2022,0,A (Super-Prime),0.3005,Low
L108783,754,32800.0,8.6,20300.0,36,0.5,1,9,9.4,MORTGAGE,debt_consolidation,South,2025,0,A (Super-Prime),0.4025,Low
L108784,585,69100.0,12.9,8800.0,60,30.8,0,8,16.8,RENT,other,South,2025,0,D (Near-Prime),0.3816,Low
L108785,672,89500.0,10.1,11300.0,60,10.5,0,6,79.0,MORTGAGE,credit_card,South,2022,0,C (Prime),0.4307,Low
L108786,651,30200.0,9.3,18100.0,60,0.8,0,6,11.0,MORTGAGE,debt_consolidation,South,2024,1,C (Prime),0.5201,Moderate
L108787,655,62500.0,21.7,17600.0,60,2.4,0,9,63.4,MORTGAGE,auto,West,2025,0,C (Prime),0.6046,High
L108788,598,64900.0,9.6,11200.0,60,2.9,0,13,32.9,OWN,debt_consolidation,Northeast,2024,0,D (Near-Prime),0.5771,High
L108789,652,49100.0,5.6,6800.0,36,4.3,0,9,48.8,MORTGAGE,small_business,Northeast,2025,0,C (Prime),0.5224,Moderate
