loan_id,credit_score,annual_income,dti_ratio,loan_amount,loan_term_months,employment_years,delinq_2yrs,open_accounts,revolving_utilization_pct,home_ownership,purpose,region,origination_year,is_default,risk_grade
L110603,722,37600.0,13.5,9200.0,36,4.2,0,7,27.4,RENT,debt_consolidation,West,2023,0,B (Prime+)
L110604,625,36100.0,17.6,18800.0,60,10.8,1,6,18.5,OWN,home_improvement,Northeast,2023,0,D (Near-Prime)
L110605,775,76100.0,11.3,19900.0,36,0.9,0,11,42.8,OWN,home_improvement,South,2023,0,A (Super-Prime)
L110606,713,89500.0,18.9,7700.0,36,0.3,0,5,22.5,MORTGAGE,debt_consolidation,West,2025,0,B (Prime+)
L110607,781,38900.0,8.6,8800.0,60,0.6,0,12,32.7,RENT,medical,Northeast,2022,0,A (Super-Prime)
L110608,604,67200.0,16.6,3000.0,60,2.0,1,9,35.9,MORTGAGE,debt_consolidation,Northeast,2024,0,D (Near-Prime)
L110609,794,91300.0,20.5,17900.0,36,0.9,0,5,22.4,RENT,medical,Midwest,2025,0,A (Super-Prime)
L110610,686,66200.0,2.1,6000.0,60,7.7,0,6,68.2,MORTGAGE,debt_consolidation,South,2025,1,C (Prime)
L110611,545,44100.0,18.4,9100.0,36,5.3,0,6,71.6,RENT,debt_consolidation,South,2022,0,E (Subprime)
L110612,733,161200.0,9.9,5300.0,36,0.6,0,7,49.5,RENT,debt_consolidation,Northeast,2024,0,B (Prime+)
L110613,663,116000.0,36.5,5100.0,36,8.8,0,6,63.0,MORTGAGE,small_business,Midwest,2025,1,C (Prime)
L110614,615,76200.0,11.7,19200.0,36,11.4,0,13,77.4,MORTGAGE,other,West,2023,0,D (Near-Prime)
L110615,668,50900.0,34.0,8500.0,60,13.7,0,8,7.5,RENT,credit_card,Midwest,2024,1,C (Prime)
L110616,553,28700.0,8.9,16300.0,36,17.6,0,11,60.9,MORTGAGE,other,Northeast,2024,0,E (Subprime)
L110617,722,43600.0,24.0,11900.0,36,5.0,0,5,39.8,RENT,home_improvement,West,2025,0,B (Prime+)
L110618,668,56000.0,4.8,16500.0,60,4.1,0,10,12.9,MORTGAGE,credit_card,West,2024,0,C (Prime)
L110619,665,33400.0,18.0,14200.0,36,2.3,0,9,10.2,OWN,credit_card,West,2024,0,C (Prime)
L110620,777,93100.0,7.2,6000.0,60,7.6,1,8,56.1,RENT,medical,Northeast,2024,0,A (Super-Prime)
L110621,685,29000.0,5.8,6700.0,36,11.8,0,11,25.5,MORTGAGE,debt_consolidation,South,2025,0,C (Prime)
L110622,639,126900.0,25.9,5400.0,36,11.0,0,8,30.4,RENT,other,West,2024,0,D (Near-Prime)
L110623,619,44600.0,24.0,12800.0,36,3.8,0,11,15.5,RENT,other,South,2024,0,D (Near-Prime)
L110624,679,36700.0,10.2,2300.0,36,8.3,0,9,58.1,MORTGAGE,medical,Northeast,2025,0,C (Prime)
L110625,754,47300.0,22.0,9400.0,36,3.0,0,7,60.5,MORTGAGE,home_improvement,Midwest,2024,0,A (Super-Prime)
L110626,644,70900.0,8.8,8700.0,36,4.4,0,9,46.3,RENT,medical,South,2024,0,D (Near-Prime)
L110627,613,93600.0,21.6,15100.0,36,4.1,0,6,5.7,RENT,debt_consolidation,South,2024,0,D (Near-Prime)
L110628,745,31200.0,10.2,11000.0,60,3.8,1,9,64.9,RENT,medical,Midwest,2022,0,B (Prime+)
L110629,687,76400.0,5.7,6900.0,36,1.4,0,7,79.1,RENT,credit_card,South,2023,0,C (Prime)
L110630,681,43300.0,19.2,14100.0,36,18.7,0,7,81.3,MORTGAGE,auto,South,2023,0,C (Prime)
L110631,822,27400.0,32.2,13000.0,36,2.9,1,9,70.4,RENT,auto,South,2022,1,A (Super-Prime)
L110632,602,30200.0,9.3,20500.0,36,2.2,1,9,26.9,MORTGAGE,home_improvement,West,2025,0,D (Near-Prime)
L110633,696,101000.0,11.9,7500.0,36,8.9,1,4,85.6,RENT,small_business,South,2024,0,C (Prime)
L110634,564,27100.0,4.5,3100.0,60,2.3,0,7,59.3,MORTGAGE,debt_consolidation,Midwest,2023,1,E (Subprime)
L110635,663,39300.0,24.7,3600.0,36,4.7,0,3,16.2,MORTGAGE,other,West,2023,0,C (Prime)
L110636,722,55300.0,16.6,8400.0,36,3.6,0,11,25.1,OWN,auto,Midwest,2024,0,B (Prime+)
L110637,758,117400.0,7.8,10500.0,36,8.4,0,10,42.8,MORTGAGE,debt_consolidation,Northeast,2025,0,A (Super-Prime)
L110638,598,18100.0,26.9,4400.0,60,13.2,1,10,8.6,MORTGAGE,other,West,2023,1,D (Near-Prime)
L110639,739,58400.0,22.1,7700.0,36,5.6,1,11,33.1,RENT,debt_consolidation,South,2024,0,B (Prime+)
L110640,735,58900.0,11.6,3600.0,60,3.7,0,12,31.0,MORTGAGE,debt_consolidation,Northeast,2024,0,B (Prime+)
L110641,674,23000.0,24.2,5100.0,36,4.6,0,11,32.7,MORTGAGE,home_improvement,South,2025,0,C (Prime)
L110642,847,43000.0,12.2,6400.0,36,7.0,1,6,70.5,RENT,credit_card,Northeast,2025,1,A (Super-Prime)
L110643,683,45600.0,5.4,11700.0,36,0.7,0,11,15.4,MORTGAGE,debt_consolidation,Midwest,2024,0,C (Prime)
L110644,624,71900.0,20.2,4400.0,36,1.2,0,5,55.7,RENT,debt_consolidation,South,2025,0,D (Near-Prime)
L110645,711,45800.0,17.1,14800.0,60,2.4,0,5,49.6,MORTGAGE,debt_consolidation,South,2025,1,B (Prime+)
L110646,558,40800.0,17.1,9600.0,60,3.9,0,11,64.0,MORTGAGE,credit_card,South,2022,0,E (Subprime)
L110647,787,59800.0,17.7,6900.0,60,9.1,0,5,51.3,OWN,credit_card,South,2022,0,A (Super-Prime)
L110648,749,93800.0,9.7,26400.0,36,0.4,1,5,87.2,MORTGAGE,debt_consolidation,South,2025,0,B (Prime+)
L110649,656,27400.0,29.9,7700.0,36,1.6,0,7,75.9,RENT,credit_card,South,2023,1,C (Prime)
L110650,724,55200.0,13.3,12900.0,60,0.5,0,10,80.1,RENT,debt_consolidation,West,2023,0,B (Prime+)
L110651,719,47800.0,20.2,13900.0,36,1.5,0,4,11.0,OWN,auto,Northeast,2023,0,B (Prime+)
L110652,812,52200.0,29.2,29100.0,60,1.2,0,11,14.2,RENT,auto,West,2023,0,A (Super-Prime)
L110653,642,86400.0,18.5,6900.0,60,29.8,0,10,8.0,OWN,debt_consolidation,Northeast,2024,1,D (Near-Prime)
L110654,596,39400.0,11.6,9300.0,36,4.0,0,7,19.3,RENT,auto,Northeast,2024,0,D (Near-Prime)
L110655,547,24900.0,24.0,19900.0,36,8.5,0,5,26.4,OWN,debt_consolidation,Midwest,2025,0,E (Subprime)
L110656,663,47900.0,16.2,6700.0,36,2.6,0,10,52.2,RENT,debt_consolidation,West,2025,1,C (Prime)
L110657,578,27700.0,15.7,4200.0,60,0.4,0,7,41.4,MORTGAGE,auto,West,2025,1,E (Subprime)
L110658,671,124300.0,8.4,16600.0,60,18.5,1,9,42.8,OWN,debt_consolidation,Midwest,2022,0,C (Prime)
L110659,710,109300.0,5.3,6900.0,60,9.4,0,11,50.7,OWN,debt_consolidation,Northeast,2024,1,B (Prime+)
L110660,653,30900.0,17.5,5800.0,36,4.0,1,8,10.0,RENT,credit_card,Northeast,2022,0,C (Prime)
L110661,619,53600.0,18.8,9700.0,36,8.5,0,10,47.3,MORTGAGE,debt_consolidation,South,2023,0,D (Near-Prime)
L110662,762,23200.0,6.1,14900.0,60,6.2,0,5,10.1,MORTGAGE,debt_consolidation,South,2025,0,A (Super-Prime)
L110663,669,48800.0,4.8,3700.0,60,2.9,0,9,61.5,RENT,debt_consolidation,South,2023,0,C (Prime)
L110664,698,41900.0,21.8,19500.0,60,1.7,0,4,48.3,RENT,small_business,Northeast,2024,0,C (Prime)
L110665,746,142400.0,14.6,9300.0,36,1.2,0,9,9.9,RENT,home_improvement,South,2023,0,B (Prime+)
L110666,595,68900.0,2.2,11400.0,60,1.7,0,7,50.1,RENT,home_improvement,Midwest,2025,0,D (Near-Prime)
L110667,621,60500.0,17.7,11000.0,60,9.7,1,6,21.9,MORTGAGE,other,Northeast,2022,0,D (Near-Prime)
L110668,850,95600.0,17.8,10100.0,36,7.0,0,8,29.3,RENT,small_business,South,2023,0,A (Super-Prime)
L110669,672,43700.0,4.3,12000.0,36,21.3,1,6,35.4,RENT,debt_consolidation,South,2023,0,C (Prime)
L110670,613,76300.0,8.0,12900.0,60,0.5,1,3,7.4,MORTGAGE,debt_consolidation,West,2025,1,D (Near-Prime)
L110671,666,37800.0,15.5,8600.0,60,0.1,0,9,36.4,MORTGAGE,debt_consolidation,South,2023,0,C (Prime)
L110672,644,39600.0,3.4,13100.0,60,3.3,0,10,55.4,MORTGAGE,debt_consolidation,Northeast,2024,0,D (Near-Prime)
L110673,600,145900.0,17.8,2500.0,36,4.8,0,9,46.0,RENT,home_improvement,Northeast,2023,0,D (Near-Prime)
L110674,655,15000.0,20.4,5400.0,36,2.8,0,6,79.4,RENT,medical,South,2024,0,C (Prime)
L110675,681,73600.0,8.4,13600.0,36,1.3,0,5,22.9,RENT,debt_consolidation,South,2025,1,C (Prime)
L110676,682,36500.0,15.6,9300.0,36,2.8,0,7,16.4,MORTGAGE,debt_consolidation,West,2023,0,C (Prime)
L110677,719,87100.0,16.6,35600.0,60,13.5,0,12,16.9,MORTGAGE,credit_card,Midwest,2024,0,B (Prime+)
L110678,567,36200.0,9.5,10300.0,36,11.1,0,9,20.4,RENT,credit_card,West,2023,0,E (Subprime)
L110679,583,58600.0,27.4,14600.0,36,6.7,1,10,37.6,RENT,debt_consolidation,Northeast,2025,1,D (Near-Prime)
L110680,735,26800.0,4.4,14900.0,36,12.2,0,12,44.7,MORTGAGE,credit_card,West,2024,0,B (Prime+)
L110681,653,94700.0,18.6,19500.0,60,4.0,1,5,42.8,RENT,debt_consolidation,Northeast,2025,0,C (Prime)
L110682,764,36700.0,23.9,1900.0,36,4.7,1,11,81.8,OWN,debt_consolidation,South,2023,0,A (Super-Prime)
L110683,703,25500.0,8.3,15900.0,36,1.6,0,7,5.4,MORTGAGE,debt_consolidation,West,2023,1,B (Prime+)
L110684,588,15000.0,17.1,15700.0,36,7.0,1,11,29.8,RENT,debt_consolidation,Midwest,2022,0,D (Near-Prime)
L110685,719,20800.0,3.8,5600.0,36,0.6,0,7,76.4,OWN,debt_consolidation,West,2023,0,B (Prime+)
L110686,615,77500.0,7.1,9500.0,36,1.5,1,5,43.1,RENT,medical,West,2022,0,D (Near-Prime)
L110687,700,27700.0,14.1,6500.0,36,7.1,0,5,51.5,RENT,debt_consolidation,West,2024,1,C (Prime)
L110688,765,26900.0,6.4,8000.0,36,5.2,0,9,69.2,RENT,debt_consolidation,Northeast,2025,1,A (Super-Prime)
L110689,824,53900.0,11.9,19300.0,36,20.4,0,9,45.0,MORTGAGE,auto,West,2022,0,A (Super-Prime)
L110690,678,48900.0,8.5,13700.0,36,3.3,0,12,35.8,RENT,debt_consolidation,South,2025,0,C (Prime)
L110691,729,56900.0,8.6,11800.0,36,1.0,0,6,15.7,MORTGAGE,debt_consolidation,Northeast,2025,0,B (Prime+)
L110692,703,45600.0,22.6,5000.0,36,6.9,0,8,22.4,MORTGAGE,medical,South,2025,0,B (Prime+)
L110693,736,137800.0,3.1,4000.0,60,5.7,0,5,9.9,OWN,auto,Northeast,2024,0,B (Prime+)
L110694,512,29200.0,5.9,17500.0,60,1.8,2,10,68.1,RENT,credit_card,Northeast,2025,1,E (Subprime)
L110695,657,37400.0,23.2,11900.0,60,4.0,0,8,44.2,MORTGAGE,credit_card,West,2025,0,C (Prime)
L110696,702,46500.0,7.8,8800.0,60,1.9,0,8,35.9,MORTGAGE,debt_consolidation,South,2023,0,B (Prime+)
L110697,714,70700.0,19.3,4300.0,36,6.5,0,13,12.7,RENT,small_business,West,2023,0,B (Prime+)
L110698,632,115000.0,19.8,2900.0,60,0.5,1,10,44.4,MORTGAGE,credit_card,Midwest,2025,0,D (Near-Prime)
L110699,738,54200.0,16.9,4200.0,60,8.5,0,3,1.9,MORTGAGE,credit_card,South,2025,0,B (Prime+)
L110700,756,81100.0,16.0,11000.0,36,3.4,0,8,16.5,RENT,other,South,2023,0,A (Super-Prime)
L110701,687,66100.0,31.1,11700.0,60,2.1,0,8,18.1,RENT,small_business,South,2024,0,C (Prime)
L110702,668,250500.0,10.2,20800.0,36,10.0,1,6,25.2,OWN,debt_consolidation,Northeast,2024,0,C (Prime)
L110703,659,38000.0,4.8,10900.0,36,0.8,0,10,4.4,OWN,debt_consolidation,South,2025,0,C (Prime)
L110704,692,110000.0,21.2,5300.0,36,16.6,0,9,66.5,MORTGAGE,medical,South,2025,1,C (Prime)
L110705,762,52800.0,25.7,11600.0,60,7.6,0,12,29.3,MORTGAGE,other,Northeast,2023,0,A (Super-Prime)
L110706,783,60900.0,29.0,5300.0,36,7.6,0,8,38.7,RENT,debt_consolidation,South,2024,0,A (Super-Prime)
L110707,651,76600.0,15.8,8400.0,60,3.4,0,5,24.0,OWN,other,Northeast,2023,0,C (Prime)
L110708,621,102900.0,2.3,7000.0,36,8.0,2,10,34.0,RENT,credit_card,South,2023,0,D (Near-Prime)
L110709,630,37900.0,9.2,30400.0,60,5.4,0,7,38.4,OWN,debt_consolidation,Northeast,2023,1,D (Near-Prime)
L110710,748,49900.0,0.4,16700.0,60,3.0,3,3,22.7,MORTGAGE,debt_consolidation,West,2023,0,B (Prime+)
L110711,698,32900.0,14.0,11500.0,36,4.2,1,12,55.2,MORTGAGE,debt_consolidation,Northeast,2024,0,C (Prime)
L110712,703,15000.0,36.2,19400.0,36,0.0,0,6,12.6,RENT,debt_consolidation,West,2025,0,B (Prime+)
L110713,715,161000.0,7.3,5100.0,36,1.0,0,7,13.0,RENT,debt_consolidation,South,2024,0,B (Prime+)
L110714,708,58100.0,38.4,8100.0,60,0.2,0,14,18.2,MORTGAGE,debt_consolidation,South,2022,1,B (Prime+)
L110715,675,51900.0,11.6,16600.0,60,8.3,0,3,62.2,MORTGAGE,debt_consolidation,Midwest,2024,0,C (Prime)
L110716,613,35000.0,4.1,3900.0,36,3.5,0,11,68.8,RENT,medical,South,2023,1,D (Near-Prime)
L110717,641,47200.0,18.8,4200.0,36,28.7,0,7,76.4,OWN,credit_card,Northeast,2025,0,D (Near-Prime)
L110718,691,64800.0,12.5,42600.0,36,2.4,0,6,45.9,MORTGAGE,small_business,Northeast,2025,0,C (Prime)
L110719,709,101000.0,22.8,23200.0,36,9.2,0,10,27.1,MORTGAGE,medical,South,2024,0,B (Prime+)
L110720,658,62300.0,4.3,10900.0,36,3.7,0,4,18.7,OWN,auto,West,2024,0,C (Prime)
L110721,655,57500.0,11.3,6700.0,60,3.7,2,6,37.8,RENT,debt_consolidation,West,2023,0,C (Prime)
L110722,774,30500.0,4.1,4700.0,36,4.3,0,5,53.0,MORTGAGE,credit_card,South,2023,1,A (Super-Prime)
L110723,652,38800.0,18.6,16000.0,36,11.1,0,6,17.5,OWN,credit_card,West,2025,0,C (Prime)
L110724,698,53800.0,13.8,9500.0,60,2.3,1,11,67.0,RENT,medical,South,2024,0,C (Prime)
L110725,661,20200.0,8.0,18400.0,36,3.5,0,6,11.7,MORTGAGE,other,Midwest,2025,0,C (Prime)
L110726,625,40900.0,8.8,5900.0,36,7.6,0,8,61.8,MORTGAGE,other,Midwest,2022,0,D (Near-Prime)
L110727,582,54400.0,15.3,15200.0,60,22.5,0,7,39.1,RENT,auto,Northeast,2025,1,D (Near-Prime)
L110728,647,122700.0,25.8,14200.0,36,7.6,1,5,43.5,RENT,credit_card,South,2025,0,D (Near-Prime)
L110729,628,21800.0,18.7,4200.0,36,2.5,1,9,61.1,MORTGAGE,small_business,South,2024,1,D (Near-Prime)
L110730,739,26400.0,15.4,4300.0,36,5.8,1,9,7.3,MORTGAGE,small_business,Northeast,2025,0,B (Prime+)
L110731,606,80600.0,9.0,14000.0,36,2.4,1,8,17.7,OWN,debt_consolidation,Northeast,2024,0,D (Near-Prime)
L110732,655,15000.0,18.9,5200.0,60,0.7,0,6,65.9,MORTGAGE,debt_consolidation,South,2024,1,C (Prime)
L110733,726,170000.0,19.0,5900.0,36,0.1,1,6,7.2,RENT,other,South,2025,1,B (Prime+)
L110734,675,59500.0,10.4,12300.0,36,5.8,0,8,85.0,RENT,debt_consolidation,West,2023,0,C (Prime)
L110735,716,85500.0,18.6,6200.0,60,0.8,0,7,56.0,RENT,credit_card,South,2023,1,B (Prime+)
L110736,738,72700.0,21.4,16600.0,60,0.5,0,12,29.5,OWN,debt_consolidation,Northeast,2024,0,B (Prime+)
L110737,572,22300.0,9.8,5300.0,36,9.3,0,6,5.4,RENT,small_business,West,2023,0,E (Subprime)
L110738,655,72800.0,6.7,16100.0,60,3.7,1,5,74.5,MORTGAGE,debt_consolidation,South,2025,1,C (Prime)
L110739,619,32500.0,7.0,5800.0,36,4.8,1,6,22.5,RENT,debt_consolidation,South,2022,1,D (Near-Prime)
L110740,772,47800.0,18.8,9400.0,36,1.7,0,9,27.2,RENT,debt_consolidation,West,2023,0,A (Super-Prime)
L110741,675,53600.0,27.8,13000.0,36,5.2,0,2,66.9,RENT,other,West,2022,0,C (Prime)
L110742,716,59800.0,5.1,8900.0,36,7.6,0,7,21.8,MORTGAGE,home_improvement,Midwest,2022,0,B (Prime+)
L110743,796,80500.0,15.6,6400.0,60,1.4,0,9,53.7,MORTGAGE,debt_consolidation,West,2023,1,A (Super-Prime)
L110744,659,54600.0,7.2,3800.0,60,10.0,0,7,41.3,OWN,debt_consolidation,West,2024,1,C (Prime)
L110745,688,96000.0,18.4,5500.0,36,13.6,0,13,34.0,RENT,credit_card,West,2023,0,C (Prime)
L110746,710,62800.0,28.2,32900.0,36,1.1,0,9,16.9,MORTGAGE,small_business,Midwest,2023,0,B (Prime+)
L110747,665,40200.0,6.1,19000.0,60,10.0,0,12,30.8,RENT,auto,West,2022,0,C (Prime)
L110748,766,67500.0,9.2,4900.0,36,0.4,0,8,46.6,OWN,debt_consolidation,Midwest,2022,1,A (Super-Prime)
L110749,737,42700.0,9.1,18800.0,36,0.3,1,7,24.9,RENT,small_business,Northeast,2022,0,B (Prime+)
L110750,749,81400.0,35.4,27800.0,60,1.6,0,7,31.5,OWN,debt_consolidation,South,2025,1,B (Prime+)
L110751,686,44000.0,18.8,10800.0,60,6.8,1,8,14.1,MORTGAGE,small_business,Northeast,2024,0,C (Prime)
L110752,660,44800.0,18.8,17700.0,60,2.7,0,10,30.0,MORTGAGE,debt_consolidation,Midwest,2024,0,C (Prime)
L110753,659,88800.0,21.8,11900.0,60,1.2,0,6,86.9,OWN,debt_consolidation,South,2025,0,C (Prime)
L110754,658,20900.0,1.5,7700.0,60,1.5,2,9,75.5,MORTGAGE,debt_consolidation,South,2024,1,C (Prime)
L110755,574,68000.0,5.6,21700.0,36,4.6,0,10,22.1,MORTGAGE,debt_consolidation,West,2023,0,E (Subprime)
L110756,707,41300.0,13.8,24800.0,36,7.4,1,10,44.8,RENT,debt_consolidation,West,2023,0,B (Prime+)
L110757,737,76800.0,19.5,9500.0,60,1.6,0,8,37.2,MORTGAGE,credit_card,Midwest,2023,0,B (Prime+)
L110758,682,73900.0,4.0,8800.0,36,0.7,0,6,40.9,RENT,credit_card,West,2023,0,C (Prime)
L110759,650,32800.0,30.7,6200.0,36,5.3,0,5,37.6,RENT,debt_consolidation,West,2025,1,D (Near-Prime)
L110760,685,68000.0,4.8,12500.0,36,10.7,0,4,67.0,RENT,home_improvement,South,2024,0,C (Prime)
L110761,698,123300.0,0.4,5800.0,36,1.6,0,8,40.4,RENT,other,Midwest,2022,0,C (Prime)
L110762,704,43700.0,11.1,3500.0,36,1.1,2,3,39.1,MORTGAGE,small_business,South,2025,1,B (Prime+)
L110763,802,79400.0,10.6,3600.0,60,2.4,0,8,7.4,MORTGAGE,debt_consolidation,South,2023,1,A (Super-Prime)
L110764,626,186300.0,11.3,12900.0,36,6.4,1,8,19.1,RENT,other,West,2022,1,D (Near-Prime)
L110765,707,19900.0,6.9,21200.0,36,3.9,0,12,3.3,OWN,other,West,2022,0,B (Prime+)
L110766,728,47700.0,25.9,10100.0,60,0.5,0,11,11.8,OWN,other,Northeast,2024,0,B (Prime+)
L110767,688,139500.0,10.1,1800.0,36,0.6,0,6,49.5,RENT,credit_card,South,2024,0,C (Prime)
L110768,667,49300.0,24.7,17900.0,36,9.4,0,4,32.3,RENT,credit_card,Northeast,2022,0,C (Prime)
L110769,615,49800.0,7.3,14600.0,36,0.4,0,6,10.4,MORTGAGE,credit_card,West,2022,0,D (Near-Prime)
L110770,643,31200.0,25.6,12800.0,60,0.3,0,2,53.6,RENT,credit_card,South,2024,1,D (Near-Prime)
L110771,729,15000.0,6.6,5200.0,36,1.5,0,11,69.2,MORTGAGE,debt_consolidation,South,2025,0,B (Prime+)
L110772,779,79000.0,7.1,12700.0,36,1.2,0,6,72.3,OWN,other,West,2023,0,A (Super-Prime)
L110773,639,74600.0,7.9,10800.0,36,2.3,2,9,73.3,RENT,credit_card,South,2024,0,D (Near-Prime)
L110774,714,103900.0,18.5,13000.0,60,0.6,0,11,80.2,OWN,other,Midwest,2024,1,B (Prime+)
L110775,717,72000.0,17.8,6700.0,36,11.0,0,11,11.2,RENT,debt_consolidation,West,2025,0,B (Prime+)
L110776,749,31700.0,21.7,8900.0,36,2.3,0,1,67.4,RENT,small_business,Midwest,2024,0,B (Prime+)
L110777,699,19800.0,7.2,15100.0,60,4.9,0,8,27.5,MORTGAGE,small_business,West,2023,0,C (Prime)
L110778,712,60800.0,7.5,11600.0,36,6.0,1,7,53.9,MORTGAGE,debt_consolidation,Northeast,2024,0,B (Prime+)
L110779,742,113500.0,0.6,3300.0,36,2.5,0,3,50.4,RENT,debt_consolidation,West,2025,1,B (Prime+)
L110780,606,66000.0,3.4,14300.0,36,0.9,0,15,69.6,MORTGAGE,auto,South,2023,1,D (Near-Prime)
L110781,686,70500.0,13.4,15700.0,36,3.2,0,7,26.6,RENT,credit_card,South,2023,1,C (Prime)
L110782,566,131700.0,20.1,9800.0,36,1.2,0,7,47.3,OWN,debt_consolidation,Midwest,2025,0,E (Subprime)
L110783,553,41100.0,10.6,7500.0,36,4.4,0,7,53.6,RENT,auto,West,2024,0,E (Subprime)
L110784,628,48700.0,5.7,26400.0,36,10.4,0,4,47.6,MORTGAGE,debt_consolidation,Northeast,2024,0,D (Near-Prime)
L110785,581,87200.0,16.6,5100.0,36,4.7,0,12,15.1,MORTGAGE,debt_consolidation,South,2025,0,D (Near-Prime)
L110786,716,42900.0,13.1,5600.0,60,0.5,0,7,87.4,RENT,credit_card,South,2024,0,B (Prime+)
L110787,748,36400.0,11.4,7300.0,36,8.6,1,10,18.7,MORTGAGE,other,South,2023,1,B (Prime+)
L110788,662,42900.0,22.1,10600.0,60,0.8,2,7,30.4,RENT,credit_card,South,2024,0,C (Prime)
L110789,673,75100.0,10.4,8900.0,60,3.1,0,10,12.6,MORTGAGE,debt_consolidation,West,2025,0,C (Prime)
L110790,667,35800.0,1.6,9500.0,60,3.4,0,7,58.3,RENT,home_improvement,Northeast,2022,1,C (Prime)
L110791,665,44600.0,14.7,15000.0,60,9.7,0,13,73.6,MORTGAGE,home_improvement,Midwest,2023,0,C (Prime)
L110792,691,62100.0,6.0,31000.0,36,3.8,0,7,85.4,MORTGAGE,debt_consolidation,South,2022,0,C (Prime)
L110793,705,34000.0,9.8,15000.0,36,7.8,0,7,27.3,RENT,debt_consolidation,West,2025,1,B (Prime+)
L110794,652,40000.0,23.5,11200.0,60,4.5,1,9,9.5,MORTGAGE,debt_consolidation,South,2024,0,C (Prime)
L110795,631,59000.0,6.4,5100.0,60,3.1,0,5,33.3,OWN,debt_consolidation,Midwest,2023,1,D (Near-Prime)
L110796,648,60300.0,28.6,11300.0,36,0.8,0,4,44.4,MORTGAGE,credit_card,Midwest,2025,1,D (Near-Prime)
L110797,735,35600.0,11.1,27100.0,60,7.5,0,9,73.4,OWN,credit_card,West,2022,0,B (Prime+)
L110798,655,39800.0,6.7,13800.0,60,5.2,0,9,14.3,RENT,home_improvement,South,2023,0,C (Prime)
L110799,778,85300.0,9.3,22500.0,36,5.3,0,11,59.2,RENT,medical,South,2025,0,A (Super-Prime)
L110800,666,41800.0,7.3,6500.0,60,0.1,1,8,58.9,MORTGAGE,credit_card,Midwest,2022,0,C (Prime)
L110801,772,52400.0,15.4,29600.0,36,7.0,1,10,17.4,OWN,small_business,Midwest,2022,1,A (Super-Prime)
L110802,604,49600.0,40.0,26000.0,36,0.6,1,8,44.9,MORTGAGE,home_improvement,South,2022,1,D (Near-Prime)
L110803,637,37800.0,22.6,18000.0,36,3.9,0,8,48.5,RENT,credit_card,Midwest,2024,0,D (Near-Prime)
L110804,714,76500.0,10.3,23200.0,36,2.7,0,7,38.7,RENT,home_improvement,Northeast,2025,0,B (Prime+)
L110805,714,45800.0,10.9,7600.0,36,34.1,0,2,24.9,OWN,other,South,2022,0,B (Prime+)
L110806,672,21700.0,12.4,7100.0,60,20.6,1,13,46.4,MORTGAGE,credit_card,Midwest,2024,1,C (Prime)
L110807,816,123000.0,15.5,15900.0,36,10.1,0,12,53.8,RENT,home_improvement,Northeast,2025,0,A (Super-Prime)
L110808,687,46700.0,14.4,3600.0,36,3.2,0,8,44.2,MORTGAGE,auto,West,2022,0,C (Prime)
L110809,701,57000.0,21.6,20500.0,36,1.0,0,10,48.1,RENT,debt_consolidation,West,2025,0,B (Prime+)
L110810,645,62100.0,10.5,24300.0,36,7.7,0,8,22.7,MORTGAGE,credit_card,South,2022,0,D (Near-Prime)
L110811,791,42400.0,19.9,7400.0,60,1.0,0,8,21.5,MORTGAGE,debt_consolidation,Midwest,2024,0,A (Super-Prime)
L110812,738,30200.0,11.4,28600.0,36,0.3,0,5,65.0,MORTGAGE,credit_card,West,2023,0,B (Prime+)
L110813,709,32600.0,11.7,4900.0,60,11.5,0,6,64.8,MORTGAGE,debt_consolidation,South,2025,0,B (Prime+)
L110814,575,38800.0,13.4,10300.0,60,2.9,0,4,31.6,OWN,small_business,West,2023,0,E (Subprime)
L110815,706,74800.0,3.6,8400.0,36,1.5,0,11,76.7,OWN,home_improvement,South,2023,1,B (Prime+)
L110816,652,44700.0,13.1,3300.0,36,0.3,0,8,3.4,MORTGAGE,debt_consolidation,South,2025,1,C (Prime)
L110817,708,67400.0,9.5,4700.0,36,4.1,0,9,36.3,OWN,debt_consolidation,South,2025,1,B (Prime+)
L110818,742,15900.0,15.7,6300.0,36,14.0,1,11,5.3,MORTGAGE,medical,Northeast,2023,1,B (Prime+)
L110819,633,31500.0,35.4,10000.0,36,5.7,0,8,42.0,MORTGAGE,credit_card,South,2022,1,D (Near-Prime)
L110820,696,55600.0,3.7,27800.0,36,1.2,0,6,24.2,MORTGAGE,home_improvement,Midwest,2023,0,C (Prime)
L110821,740,29500.0,23.2,29200.0,36,1.4,0,14,25.3,MORTGAGE,small_business,Midwest,2025,0,B (Prime+)
L110822,693,76700.0,20.6,8800.0,36,11.4,1,3,43.6,RENT,credit_card,South,2023,1,C (Prime)
L110823,661,47100.0,0.7,5800.0,60,2.1,0,3,37.8,MORTGAGE,credit_card,West,2024,0,C (Prime)
L110824,613,45100.0,20.4,3200.0,60,4.9,0,6,27.8,RENT,other,Northeast,2023,1,D (Near-Prime)
L110825,638,31300.0,1.5,10200.0,36,2.5,0,11,34.2,RENT,home_improvement,South,2025,0,D (Near-Prime)
L110826,599,47700.0,2.9,2200.0,36,5.9,0,14,27.2,MORTGAGE,debt_consolidation,South,2023,0,D (Near-Prime)
L110827,747,24500.0,25.3,7100.0,36,5.9,0,6,26.1,MORTGAGE,debt_consolidation,South,2025,0,B (Prime+)
